Comments,Happy,Sad,Angry,Disgust,Support,Insightful,Care,Love,Fear,Surprise,Curiosity,Nostalgic,Humor
"My grandfather was in the Battle of the Bulge as a staff Sargent. After that ended he wanted to go home.He was offered a deal to party in France. The local newspapers in Boston said he was dead but he survived being a POW in a German prison camp for 6 months. It was not the bloodiest battle but damn the battle lives in American folklore through the HBO series Band of Brothers. He did have night terrors as my grandmother stated he would wake up in a panic at random from time to time.He has a bench in his name. A great soldier,man,father,and grandfather.He died back in March 2001. I miss him so much and I am 42.",0,1,0,0,1,0,0,0,0,0,0,1,0
Battlle of Poland/Warsaw: im i joke to you?,1,0,0,0,0,0,0,0,0,0,0,0,1
When you learn history from TikTok but you forget all the battles in China,0,0,1,1,0,0,0,0,0,0,0,0,1
“7 Bloodiest Battles of WWII” puts operation overlord,,,,,,,,,,,,,
D-Day: finally p e a c e,,,,,,,,,,,,,
2 of my great grandfather's were stationed at Pearl harbor when it was attack. One was in the army doing training other was in the navy both brother in law's. The one in the army got wounded for nicked by a shrapnel from one of the bottoms dropped. My other great grandfather in the navy was on uss Arizona cleaning the deck. When it all happen before it happen he saw one japanese plane fly by with the back gunner smiling and waving at him goodbye. Before the attack really began.,,,,,,,,,,,,,
World war 2 buffs have entered the chat,,,,,,,,,,,,,
Battle of Britain: Germans spamming bombs,,,,,,,,,,,,,
D-Day: hey yall forgot about me!!,,,,,,,,,,,,,
Your English advice is very awsome sir,,,,,,,,,,,,,
You brilliant teacher,,,,,,,,,,,,,
Love watching these shorts - learn so many useful tips!!!,,,,,,,,,,,,,
You are extremely knowledgeable about how to teach.GBU,,,,,,,,,,,,,
you are a good teacher ⛦⛦⛦ please teach us how to write an application letter for a university scholarship.,,,,,,,,,,,,,
Thank you sir,,,,,,,,,,,,,
Thank you for this usefull information,,,,,,,,,,,,,
"I got a 7 overall but I only got 6.5 in writing and then I remember I finished both tasks in 40 minutes. I was checking spelling and editing the lines I didn't like. Lol, that extra 20 minutes was amazing.",,,,,,,,,,,,,
What is direct question pattern in essay writing? Could you please give an example?,,,,,,,,,,,,,
test saver for Many,,,,,,,,,,,,,
"Hahaha I had an English test today, I legit finished 2 writing tasks in 25 minutes",,,,,,,,,,,,,
"I already struggle with the Cambrisge writings  I never get to finish the second writing, and that lowered my overall mark",,,,,,,,,,,,,
"Thank you for the tips! Though, I find reading sample essays before writing your own the more helpful in early stages of studying, while the opposite is for those willing to practice",,,,,,,,,,,,,
In time or on time? Which one is the correct one?,,,,,,,,,,,,,
"Yeah, i got a 7 overall, but i got 6 in that writing part",,,,,,,,,,,,,
"Number 1 tip Do not wast your time with it do, pte",,,,,,,,,,,,,
how I give computer based test,,,,,,,,,,,,,
I don't get the point of writing essays fast.,,,,,,,,,,,,,
Hello please how can I contact you directly,0,0,0,0,0,0,0,0,0,0,1,0,0
She needs a educational tv show. She has the personality for it and you can tell she was born to do exactly what she's doing!!!,0,0,0,0,1,1,0,1,0,0,0,0,0
"If every teacher was like this, the world would be a different place",0,1,0,0,1,1,0,1,0,0,0,0,0
You cant beat such brilliant energy and genuine love for science,0,0,0,0,0,1,0,0,0,0,0,0,0
"Her name is Tatiana Erukhimova, she’s a physicist. one who definitely deserves a show of some sort or at least guest appearance",0,0,0,0,1,1,0,1,0,0,0,0,0
Her and Dr. Heinz Doofenshmirtz need a show together,0,0,0,0,0,1,0,0,0,0,0,0,0
A teacher just like her is the reason I love physics. Her contagious enthusiasm must be keeping her pupils in class way past the bell. She's the goat,1,0,0,0,1,0,0,1,0,0,0,0,0
Give that teacher a medal she's the best one I've ever seen,0,0,0,0,1,0,0,1,0,0,0,0,0
I had a chemistry teacher just like her. Extremely passionate not only about chemistry but also about teaching her knowledge to future generations. Shes the one that had me go from not being interested into chemistry at all to actually loving everything about it. Teachers like this are the rare example but one of the best things that can happen to you as a student. Bless her soul!!!,,,,,,,,,,,,,
This is one of the best teachers I’ve ever seen. Incredible attention grabbing and presentation ability along with a clear concise explanation of the theory and principals,,,,,,,,,,,,,
This is the sweetest teacher alive,,,,,,,,,,,,,
I have learned more from these shorts than my own science classes,,,,,,,,,,,,,
The one teacher we all wanted but never got,,,,,,,,,,,,,
I would literally do anything just to have a teacher just like that,,,,,,,,,,,,,
We need a teacher like this whose voice wakes you up from sleep,,,,,,,,,,,,,
"You say ""paramagnetic' to anyone in that room 10 years later, they will remember this moment. This is good teaching!",,,,,,,,,,,,,
"The kind of teacher that TEACHES; She’s excited about everything, she grabs your attention, explains things thoroughly without making it boring. The kind of teacher that makes an impact on a students life. I’ve seen so many clips of her through the years. I would be absolutely elated to have her as a professor.",,,,,,,,,,,,,
"The world has no idea of how much we need these kind of professionals, capable of spreading knowledge this smoothly",,,,,,,,,,,,,
She has such a contagious enthusiasm. She really mades education exciting. And you can tell its genuine. She loves every moment.,,,,,,,,,,,,,
I bet her students retain info she is so sweet and genuine you can feel it through the video,,,,,,,,,,,,,
I want to watch more of this woman. She is amazing,,,,,,,,,,,,,
She's so energetic and that accent is just a cherry on the Sunday.,,,,,,,,,,,,,
every school should have atleast one teacher like this,,,,,,,,,,,,,
I have so much love for her. She is a prime example of what type of teachers our children need.,,,,,,,,,,,,,
She is so happy with her job it’s hard not to get excited when she’s talking,,,,,,,,,,,,,
I hated sitting in school but could sit and listen/learn from her. She has an energetic way of making it interesting and entertaining,,,,,,,,,,,,,
"I just cried watching her teach. Seeing someone teach students with that level of excitement and wonder is so beautiful. Science is real life magic, and I love the wonder she brings to this lesson.",,,,,,,,,,,,,
Give this woman her own teaching channel she’s amazing.,,,,,,,,,,,,,
I love her!!! Great teacher.,,,,,,,,,,,,,
Your videos are so amazing. I wish I had professors like you in college! I needed something like this for my organic and inorganic chemistry classes.,,,,,,,,,,,,,
everyone deserves a chemistry mam like her.,0,0,0,0,1,1,0,0,0,0,0,0,0
Great explanation every school or college should have that type of teacher,0,0,0,0,1,1,0,0,0,0,0,0,0
As a Banglabeshi I confirm that we hate Israeli flag the most!,0,0,1,0,0,1,0,0,0,0,1,0,0
"As a Bangladeshi I can say this is 100% true.  We never support any genocidal occupiers.
We hate the Israeli flag from the bottom of our hearts😡",0,0,1,0,0,1,0,0,0,0,0,0,0
"Lemme tell u a fact about Bangladesh, so basically nearly after 1971 Bangladesh fought very hard for their independence against pakistan. Then, Israel was the first country to attempt to recognize Bangladesh but we declined their request and said we wont take your help until there's a free Palestine. truly proud to be a Bangladeshi.

",0,0,0,0,0,1,0,0,0,0,0,0,0
"🇮🇱 flag is not only hated by certain countries, but is hated by every single country, even islands.",0,0,1,0,0,1,0,0,0,0,0,0,0
Love Bangladesh from Russia🇷🇺❤,1,0,0,0,1,0,1,1,0,0,0,0,0
Bangladesh is Real Sigma chad🗿🗿🇧🇩. Love u From Uzbekistan 🇺🇿😘💞🇧🇩,1,0,0,0,1,0,1,1,0,0,0,0,0
"Thanks to India and Russia 🇮🇳🇷🇺for helping us in 1971 to get independence from Pakistan thank you so much 
Love from Bangladesh 🇧🇩",1,0,0,0,1,0,1,0,0,0,0,0,0
Love from RUSSIA YOU AND WE support 🇧🇩🇷🇺🇷🇺,0,0,0,0,1,0,1,1,0,0,0,0,0
"Love Bangladesh ❤❤
From India 🇮🇳🇮🇳",1,0,0,0,1,0,1,1,0,0,0,0,0
"love Bangladesh from Tajikistan 🇹🇯❤️🇧🇩, I hope Bangladesh will help the Palestinian brothers🇵🇸😥",0,0,0,0,1,0,0,1,0,0,0,0,0
Man the uniform with skull mask looks cool... 💀 ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
That fire fighter ran out of his truck like he was gonna end that man's life.,,,,,,,,,,,,,
"Best line ever. ""Government didnt build wall because it works"" NEVER a more truthful statement spoken.",,,,,,,,,,,,,
"If no one has said yet, the name of this show is called “Under The Dome”, which was based on a Stephen King novel with the same name from 2009. This show premiered in 2013.",,,,,,,,,,,,,
"""I doubt it, cause it works"" bro roasted his own government.😂",,,,,,,,,,,,,
Wow thats actually a cool trick,,,,,,,,,,,,,
“it’s right here behind my belt” 💀,,,,,,,,,,,,,
Tried this at work. Now I have a meeting with HR. Thanks.,,,,,,,,,,,,,
"I mean the big difference here is not the trick, it was his hand movements and well-trained skills that made the difference. Awesome ❤",,,,,,,,,,,,,
When I was a kid I remember these being popular in school because they sold them at the book fair,,,,,,,,,,,,,
"""do you know where the secret is? it's in my pants!"" 
this trick should be done as a pickup line!",,,,,,,,,,,,,
I remember that guy in bright color clothes with matching cap and same enthusiastic talking selling us this back in elementary 😆,,,,,,,,,,,,,
I was shocked when you said you were going to show me something and then you reached into your pants. LOL,,,,,,,,,,,,,
When he said “the secret is right behind my belt”. Lol,,,,,,,,,,,,,
"...""and it jumps again..""😂😂😂",1,0,0,0,0,0,0,0,0,0,0,0,1
"""He had it up his sleeve"" -Quick Man😂😂",0,0,0,0,0,0,0,0,0,0,0,0,1
I begged my parents for this when I was little. I played with it a few times. It's just a fluffy cotton worm on a string. He's just really experienced with it to the point where he makes it look like magic.,0,0,0,0,0,0,1,0,0,0,0,1,0
"I used to see this guy all the time in the Philippines! He owned a magic shop in one of the biggest malls here. I can’t remember how many times i bought a wacky worm from them! One of my favorite 90s toys and seeing this guy again is pure nostalgia! ❤

Subbed!",1,0,0,0,1,0,0,0,0,1,0,1,0
Support this toy. It’s a beautiful change to all the stupid things kids have to put up with nowadays. Just a simple and fun toy. I love it,0,0,0,0,1,0,0,0,0,0,0,0,0
"My god I remember this from my childhood, I bought this a bunch of times from Shangri-la 😂😂😂",1,0,0,0,0,0,0,0,0,1,0,1,0
I used to love playing with these things back when i was 10😅 im happy to see it and find the name of it again lol,1,0,0,0,1,0,0,0,0,0,0,1,0
I was so disappointed as a kid because the advertising made it looked like it moved on its own until I opened the box and it was laying dead in my hands 😢,0,1,0,0,0,0,0,0,0,0,0,1,0
"Man these things are a nostalgia trip. Back when I lived in the middle east, there would be allot of street vendors tryna sell these and do the exact same tricks that had my kid brain melt in confusion.",,,,,,,,,,,,,
"those were so popular back in the day at france, i remember i got one of those like 10 or 9 years ago and they where so fun, you really had to take care of the string though",,,,,,,,,,,,,
The answer to a question becomes easy when it's pointed out to you.😅,,,,,,,,,,,,,
Bought this worm toy back in 2012. Tried to show off in front of my nephew. I looked like a frustrated puppeteer 😂😂,,,,,,,,,,,,,
"Going to amazon to buy one of these now cause i forgot how much fun they were when i was a child, id love to do this at work when i have free time",,,,,,,,,,,,,
I had one of these like 13 years ago. Friggin loved that thing.,,,,,,,,,,,,,
"God this makes me feel old, had these in like 2008 mabye earlier. Some of the shopping centres had demonstrations and i remember asking my parents to get one. These were cool af back in the day. Im 24 now and boy this takes me back",,,,,,,,,,,,,
This toy is so old... And yet priceless,,,,,,,,,,,,,
Okay when he reached for his belt to reveal the “secret”. I was like wooooahh. Wait hold on.😂😂😂,,,,,,,,,,,,,
Roses are red violets are blue most of us went to the comments because we had no clue.,,,,,,,,,,,,,
She gave him brand of sacrifice 💀,,,,,,,,,,,,,
She made sure even the demons would know he belongs to her 💀,,,,,,,,,,,,,
Girl really gave him the demon slayer mark 💀,,,,,,,,,,,,,
Bro Got Springlocked 💀,,,,,,,,,,,,,
I love the part where they told us EXACTLY what happened in great detail,,,,,,,,,,,,,
Bro has orochimarus curse mark 💀💀,,,,,,,,,,,,,
THAT AUDIO CHANGE💀,,,,,,,,,,,,,
She unhinged her jaw bro 😭,0,0,0,0,0,0,0,0,1,1,0,0,0
"I thought she gave him the most terrifying hickey ever.
(People really liked my comment)",0,0,0,0,0,0,0,0,0,0,0,0,1
PLOT TWIST: the wife turned into an alien.,0,0,0,0,0,0,0,0,0,0,0,0,1
"rachel pls pin: I have seen these marks, these are from T.E.N.S (electrical nerve treatment.) You ever seen your father with this weird electric device with pads and he puts it on his belly or smth and it shakes his muscles? thats a t.e.n.s machine, i can also tell because the 4 perfectly shaped dots, its not ringworm, hair wouldnt appear if ringworm attacked. it would be very white and itchy there, the purple red marks are from TENS stimulation. I hope all y'all understand that its from TENS, not a little white spaghetti lookin pest. Your welcome!",0,0,0,0,0,1,0,0,0,0,0,0,0
"For everyone who's saying it's ringworm, it's not. On her tiktok she said he went to the doctor for neck pain and they did an electrical nerve treatment. But the doctor didn't tell them that it would leave a mark for a while, so they used a whisk and cold spoon to help get rid of it.
Edit: Thank you for the likes 😊 
I didn't copy/paste anyone. I looked on the op's tt & found the explanation in the caption & comments. 
It's really not any kind of worms or fungus yall 😂 it's just a bruise.",0,0,0,0,0,0,0,0,0,0,0,0,1
"She is not wife 😂😂😂
She is Dracula 🧛‍♂️ 😂😂😂😂",0,0,0,0,0,0,0,0,0,0,0,0,1
Orochimaru gave him a curse mark,0,0,0,0,0,0,0,0,0,0,0,0,1
"I almost say ""dang girl,you so wild!"" 🤣",0,0,0,0,0,0,0,0,0,0,0,0,1
I honestly thought that was the biggest world record worthy hickey ever recorded,0,0,0,0,0,0,0,0,0,0,0,0,1
…That was unexpected. The girl on the left has some sick strength.,0,0,0,0,0,0,0,0,0,1,0,0,0
for the people that have closure problems” the last one was PATAGONIA.,0,0,0,0,0,0,0,0,0,0,0,0,1
The girl on the left got all the 800 page books while the one on the right got all the 100 page books 😂,0,0,0,0,0,0,0,0,0,0,0,0,1
